path,filename,class_name,label,total_frames,fps,width,height,resolution,duration_sec,file_size_mb,readable,md5
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_34_1.mp4,shop_lifter_n_34_1.mp4,non shop lifters,0,375,25.0,704,576,704x576,15.0,2.82,True,2c9bd7727bb5d2fe57545879f14024b7
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_2.mp4,videppppsss_2.mp4,non shop lifters,0,423,24.83,704,576,704x576,17.04,0.78,True,e8dea110abc5fac47ef1608c629f341f
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_50_1.mp4,shop_lifter_n_50_1.mp4,non shop lifters,0,525,25.0,704,576,704x576,21.0,4.59,True,0f22ba88bc71d3023e781497997bfa5c
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_30_1.mp4,shop_lifter_n_30_1.mp4,non shop lifters,0,275,25.0,704,576,704x576,11.0,2.0,True,c30f1c9b64f27a720196e46a8052afbf
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_48.mp4,shop_lifter_n_48.mp4,non shop lifters,0,375,25.0,704,576,704x576,15.0,2.92,True,c0a36f0405825d0b5f8e12426dc980a6
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_151_1.mp4,shop_lifter_n_151_1.mp4,non shop lifters,0,275,25.0,704,576,704x576,11.0,2.42,True,b66dfbb6706c7706f3b445a90896747c
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_177_1.mp4,shop_lifter_n_177_1.mp4,non shop lifters,0,425,25.0,704,576,704x576,17.0,3.19,True,2eb0ac296d9556f5e4b9b35a67ee6349
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_114.mp4,shop_lifter_n_114.mp4,non shop lifters,0,325,25.0,704,576,704x576,13.0,2.82,True,0f5f56db13232d1b5006f421e0b536e7
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_35.mp4,shop_lifter_n_35.mp4,non shop lifters,0,450,25.0,704,576,704x576,18.0,3.39,True,71c358416849f8c76a84550c617b6255
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_107_1.mp4,shop_lifter_n_107_1.mp4,non shop lifters,0,175,25.0,704,576,704x576,7.0,1.37,True,9e1ded3472066f7ba5343b180c655e6e
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_46.mp4,shop_lifter_n_46.mp4,non shop lifters,0,375,25.0,704,576,704x576,15.0,2.96,True,14cc91932d9a11683df3f96a005d200e
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_16.mp4,shop_lifter_n_16.mp4,non shop lifters,0,425,25.0,704,576,704x576,17.0,3.33,True,c649c207129c2f1ab877fb1bbb95b891
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_51_1.mp4,shop_lifter_n_51_1.mp4,non shop lifters,0,350,25.0,704,576,704x576,14.0,3.1,True,5c1aa4b9a4f057c53bc9aa86202c1780
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_1.mp4,videppppsss_1.mp4,non shop lifters,0,274,24.83,704,576,704x576,11.04,0.51,True,554970d5d1c7e30020e1ead6b4aa9b13
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_26.mp4,videppppsss_26.mp4,non shop lifters,0,373,24.83,704,576,704x576,15.02,0.82,True,51a9b4e86e3b0a5710731dd4b1f49dcd
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_210_1.mp4,shop_lifter_n_210_1.mp4,non shop lifters,0,500,25.0,704,576,704x576,20.0,4.19,True,726e000f0a2c8aae15a53998f55836eb
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_36_1.mp4,shop_lifter_n_36_1.mp4,non shop lifters,0,325,25.0,704,576,704x576,13.0,2.53,True,441e0898c3d160793bf87e68ab1c0702
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_125_1.mp4,shop_lifter_n_125_1.mp4,non shop lifters,0,275,25.0,704,576,704x576,11.0,2.28,True,f58c5c02d7b0c91717b9db76a4f015d6
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_10.mp4,videppppsss_10.mp4,non shop lifters,0,373,24.83,704,576,704x576,15.02,0.56,True,73d5926576f35b18a1b480769a9395f3
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_71_1.mp4,shop_lifter_n_71_1.mp4,non shop lifters,0,400,25.0,704,576,704x576,16.0,3.3,True,9ae8f9427b43734d62e67f9cffb14b2b
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_173.mp4,shop_lifter_n_173.mp4,non shop lifters,0,425,25.0,704,576,704x576,17.0,2.98,True,f646a641f15532f6cfeeb2679616e411
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_31_1.mp4,shop_lifter_n_31_1.mp4,non shop lifters,0,325,25.0,704,576,704x576,13.0,2.47,True,7010639b98aad78fb3f729e21c0bf915
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_211.mp4,shop_lifter_n_211.mp4,non shop lifters,0,400,25.0,704,576,704x576,16.0,2.97,True,f4a49ea6afb234afc9e0fdb7dd2b891f
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_8.mp4,videppppsss_8.mp4,non shop lifters,0,249,24.83,704,576,704x576,10.03,0.36,True,24e0b99006bf6a6ebaef75f4d2dce1ef
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_109.mp4,shop_lifter_n_109.mp4,non shop lifters,0,250,25.0,704,576,704x576,10.0,1.92,True,7f09dd3533c6041082a83bee11f16035
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_1.mp4,shop_lifter_n_1.mp4,non shop lifters,0,450,25.0,704,576,704x576,18.0,3.34,True,39d2c53cc4a9991158460a63f4bcafec
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_37_1.mp4,shop_lifter_n_37_1.mp4,non shop lifters,0,400,25.0,704,576,704x576,16.0,3.03,True,e37612d33790f288c03fd10824374f1a
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_46.mp4,videppppsss_46.mp4,non shop lifters,0,398,24.83,704,576,704x576,16.03,0.63,True,2a66798f3f05afc034bb1b9be4dc4c17
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_153.mp4,shop_lifter_n_153.mp4,non shop lifters,0,375,25.0,704,576,704x576,15.0,3.09,True,976a206a6744f5205e4e35eedc0ad9c3
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_85_1.mp4,shop_lifter_n_85_1.mp4,non shop lifters,0,300,25.0,704,576,704x576,12.0,2.26,True,71c964e5175e126566f0169056314d08
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_110.mp4,shop_lifter_n_110.mp4,non shop lifters,0,175,25.0,704,576,704x576,7.0,1.36,True,045c1271b2a1e306288c0ac73604583a
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_53.mp4,shop_lifter_n_53.mp4,non shop lifters,0,375,25.0,704,576,704x576,15.0,3.24,True,a674755dac2038812f10aeb9cff34da2
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_27.mp4,shop_lifter_n_27.mp4,non shop lifters,0,200,25.0,704,576,704x576,8.0,1.63,True,716a1834dcefb585c0fb22f0e7056a85
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_19.mp4,videppppsss_19.mp4,non shop lifters,0,323,24.83,704,576,704x576,13.01,0.57,True,4df32b1a694c1cc7dd652447d6ca5880
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_17_1.mp4,shop_lifter_n_17_1.mp4,non shop lifters,0,500,25.0,704,576,704x576,20.0,3.88,True,cee2ec6e948b071ffe9d48b0734981de
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_207.mp4,shop_lifter_n_207.mp4,non shop lifters,0,475,25.0,704,576,704x576,19.0,3.93,True,49cc67879d38567ed63a2aaa0b2996b7
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_143.mp4,shop_lifter_n_143.mp4,non shop lifters,0,375,25.0,704,576,704x576,15.0,2.96,True,15b7bf33ad22c1ccb8a44d5e550807a2
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_43.mp4,shop_lifter_n_43.mp4,non shop lifters,0,325,25.0,704,576,704x576,13.0,2.56,True,157461e0e7ff0be69e71f5597a5ea308
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_180_1.mp4,shop_lifter_n_180_1.mp4,non shop lifters,0,375,25.0,704,576,704x576,15.0,3.47,True,0ad011c1538ee5389973e90e6a93468c
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_49.mp4,shop_lifter_n_49.mp4,non shop lifters,0,400,25.0,704,576,704x576,16.0,3.19,True,69dcc5cdcf85016fdc83cddd9b69d045
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_41_1.mp4,shop_lifter_n_41_1.mp4,non shop lifters,0,400,25.0,704,576,704x576,16.0,3.1,True,ca9c9b62d8ddaff38bf355a2a1137656
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_214.mp4,shop_lifter_n_214.mp4,non shop lifters,0,325,25.0,704,576,704x576,13.0,2.61,True,06ecaf71d3ba56865ef36c6c73eda80a
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_213_1.mp4,shop_lifter_n_213_1.mp4,non shop lifters,0,450,25.0,704,576,704x576,18.0,3.38,True,196de1af0f2cf498ffdf9d1eb2713065
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_111_1.mp4,shop_lifter_n_111_1.mp4,non shop lifters,0,150,25.0,704,576,704x576,6.0,1.2,True,4961c2e42740eac9ce5580425c2fd11d
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_2.mp4,shop_lifter_n_2.mp4,non shop lifters,0,325,25.0,704,576,704x576,13.0,2.44,True,753b3457b9f1ba3139ee6c48796ab2de
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_170.mp4,shop_lifter_n_170.mp4,non shop lifters,0,250,25.0,704,576,704x576,10.0,1.99,True,b8bb37997330261cca2982c54e402574
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_32_1.mp4,shop_lifter_n_32_1.mp4,non shop lifters,0,375,25.0,704,576,704x576,15.0,2.82,True,2472e519cc4101e6db81e1dcb2450945
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_40_1.mp4,shop_lifter_n_40_1.mp4,non shop lifters,0,575,25.0,704,576,704x576,23.0,4.35,True,dfc8aa57df6895629c402e8f6383203a
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_218.mp4,shop_lifter_n_218.mp4,non shop lifters,0,275,25.0,704,576,704x576,11.0,2.04,True,a2912ea8f0fb0f5285b62fe96e281428
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_90.mp4,shop_lifter_n_90.mp4,non shop lifters,0,225,25.0,704,576,704x576,9.0,1.84,True,3b3c7efda0bd9b7545a2bf6ae335e083
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_8.mp4,shop_lifter_n_8.mp4,non shop lifters,0,375,25.0,704,576,704x576,15.0,2.95,True,3682272fece2f528f43c3b4deb1ffcc6
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_5_1.mp4,shop_lifter_n_5_1.mp4,non shop lifters,0,475,25.0,704,576,704x576,19.0,3.6,True,91cf9bf83dc646d2257a67382c9265d1
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_208_1.mp4,shop_lifter_n_208_1.mp4,non shop lifters,0,475,25.0,704,576,704x576,19.0,3.91,True,d29cbebe83cb8cdea9b44f6c6380e240
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_112_1.mp4,shop_lifter_n_112_1.mp4,non shop lifters,0,250,25.0,704,576,704x576,10.0,2.2,True,cd02b6c60668753495525f7e70fdddef
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_152.mp4,shop_lifter_n_152.mp4,non shop lifters,0,400,25.0,704,576,704x576,16.0,3.48,True,e6567b043a5c0f5d53a01cee640e8a63
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_209_1.mp4,shop_lifter_n_209_1.mp4,non shop lifters,0,425,25.0,704,576,704x576,17.0,3.58,True,75db43f4a7363ade3bfa8e54579b16e0
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_184_1.mp4,shop_lifter_n_184_1.mp4,non shop lifters,0,300,25.0,704,576,704x576,12.0,2.25,True,2305b7f8f9a068167495c3877856af7d
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_18.mp4,shop_lifter_n_18.mp4,non shop lifters,0,350,25.0,704,576,704x576,14.0,2.82,True,16eee9c1a5c53169e0d9eebdcd2a785f
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_123.mp4,shop_lifter_n_123.mp4,non shop lifters,0,200,25.0,704,576,704x576,8.0,1.62,True,ec71dfddd73224b4b2defa8d135f2ec4
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_47.mp4,videppppsss_47.mp4,non shop lifters,0,348,24.83,704,576,704x576,14.02,0.56,True,853787bb9dfb3c9202809fc49f6e9ecc
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_44.mp4,shop_lifter_n_44.mp4,non shop lifters,0,900,25.0,704,576,704x576,36.0,6.92,True,92b444bbd6aaeae5426f548f67156ade
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_21.mp4,shop_lifter_n_21.mp4,non shop lifters,0,350,25.0,704,576,704x576,14.0,3.2,True,467b433ffda8dd0166b92265561d5db1
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_5.mp4,videppppsss_5.mp4,non shop lifters,0,398,24.83,704,576,704x576,16.03,0.57,True,5c01435133deda8f81ca051a02ed6fa1
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_0.mp4,videppppsss_0.mp4,non shop lifters,0,472,24.83,704,576,704x576,19.01,0.8,True,68b4d8124604509afacbdaad3767fd7f
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_31.mp4,videppppsss_31.mp4,non shop lifters,0,274,24.83,704,576,704x576,11.04,0.53,True,1f9a992623a21a8b1851dceccc998723
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_25.mp4,videppppsss_25.mp4,non shop lifters,0,348,24.83,704,576,704x576,14.02,0.75,True,18e6e37e55643f042ccdb4aaba733abe
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_34.mp4,videppppsss_34.mp4,non shop lifters,0,199,24.83,704,576,704x576,8.01,0.37,True,79682156655c5eae903977aaa82a8bdb
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_118_1.mp4,shop_lifter_n_118_1.mp4,non shop lifters,0,250,25.0,704,576,704x576,10.0,2.14,True,7d085a0887c908ca2146bfa06d7d8389
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_18.mp4,videppppsss_18.mp4,non shop lifters,0,274,24.83,704,576,704x576,11.04,0.51,True,97d105dbbc92e7fc6e95da476bf7b1d8
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_168_1.mp4,shop_lifter_n_168_1.mp4,non shop lifters,0,350,25.0,704,576,704x576,14.0,3.42,True,98825eee47d8e6f2c2502f13d9c6e9f2
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_181.mp4,shop_lifter_n_181.mp4,non shop lifters,0,275,25.0,704,576,704x576,11.0,2.95,True,e95ed380f7fd31367c7bff95a7d3390b
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_13_1.mp4,shop_lifter_n_13_1.mp4,non shop lifters,0,1850,25.0,704,576,704x576,74.0,13.95,True,16adabe5f6a37e610df30b25690f97e0
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_156.mp4,shop_lifter_n_156.mp4,non shop lifters,0,200,25.0,704,576,704x576,8.0,1.54,True,ce49e6665bf062a10cc6154b2e6bf8c6
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_4_1.mp4,shop_lifter_n_4_1.mp4,non shop lifters,0,300,25.0,704,576,704x576,12.0,2.21,True,c18285b70598262a51d4b5d3dbc38f1d
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_32.mp4,videppppsss_32.mp4,non shop lifters,0,274,24.83,704,576,704x576,11.04,0.55,True,02576a206cc1e69e78b2d77a98051666
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_23.mp4,videppppsss_23.mp4,non shop lifters,0,348,24.83,704,576,704x576,14.02,0.64,True,941e0ffa9941abda5e174e206ba537da
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_216.mp4,shop_lifter_n_216.mp4,non shop lifters,0,350,25.0,704,576,704x576,14.0,2.76,True,e1ec3cb36409acd32abb3997b56e6641
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_24.mp4,shop_lifter_n_24.mp4,non shop lifters,0,275,25.0,704,576,704x576,11.0,2.43,True,17ef38a756098cbb63928ee5deb722c8
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_154.mp4,shop_lifter_n_154.mp4,non shop lifters,0,225,25.0,704,576,704x576,9.0,1.82,True,e22006f117526d032fdef94aa68f2042
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_179.mp4,shop_lifter_n_179.mp4,non shop lifters,0,150,25.0,704,576,704x576,6.0,1.31,True,4401598804fbe345fc1b1abd6a96001f
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_28.mp4,videppppsss_28.mp4,non shop lifters,0,373,24.83,704,576,704x576,15.02,0.79,True,cdb1e5e7747cc72b42df2e0c51827b69
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_21.mp4,videppppsss_21.mp4,non shop lifters,0,323,24.83,704,576,704x576,13.01,0.56,True,65cd5fc641de6fa9b67592af8f1cdc2b
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_29_1.mp4,shop_lifter_n_29_1.mp4,non shop lifters,0,275,25.0,704,576,704x576,11.0,2.21,True,7e7fdaf8447610ef5c8007e365fc8976
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_22.mp4,shop_lifter_n_22.mp4,non shop lifters,0,425,25.0,704,576,704x576,17.0,3.67,True,3d9e6522e3d761ec29925a2b58191492
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_61.mp4,videppppsss_61.mp4,non shop lifters,0,174,24.83,704,576,704x576,7.01,0.36,True,8a512a8454e3d29f4e9bb365868b718c
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_54_1.mp4,shop_lifter_n_54_1.mp4,non shop lifters,0,350,25.0,704,576,704x576,14.0,3.19,True,275b82d6b78b9ba9d67b863e3e7c9b8c
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_11.mp4,shop_lifter_n_11.mp4,non shop lifters,0,425,25.0,704,576,704x576,17.0,3.31,True,dd823ff84fa76a1d756aa2ab6b4a8928
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_0_1.mp4,shop_lifter_n_0_1.mp4,non shop lifters,0,450,25.0,704,576,704x576,18.0,3.33,True,c23918721ddf1946f62d9a1f070e6278
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_77.mp4,videppppsss_77.mp4,non shop lifters,0,398,24.83,704,576,704x576,16.03,0.64,True,a6c42ddcf763e4b378a6d26e26c5e99d
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_212_1.mp4,shop_lifter_n_212_1.mp4,non shop lifters,0,350,25.0,704,576,704x576,14.0,2.69,True,80de2b5268564d72f72bc1a717c758f1
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_9_1.mp4,shop_lifter_n_9_1.mp4,non shop lifters,0,325,25.0,704,576,704x576,13.0,2.55,True,1fb401b83d941a7ab392dcf69a5b958b
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_64.mp4,videppppsss_64.mp4,non shop lifters,0,224,24.83,704,576,704x576,9.02,0.43,True,12a8f90894f82e9c31f81b6e2b3da45d
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_185.mp4,shop_lifter_n_185.mp4,non shop lifters,0,375,25.0,704,576,704x576,15.0,2.87,True,e5cfaa33a9141d2afea56b6aeb4c33c9
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_10.mp4,shop_lifter_n_10.mp4,non shop lifters,0,475,25.0,704,576,704x576,19.0,3.64,True,80fae439a4840df6a7518131159973a1
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_182_1.mp4,shop_lifter_n_182_1.mp4,non shop lifters,0,375,25.0,704,576,704x576,15.0,3.18,True,c4306a78f54ddd482cd73003a81ff508
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_7_1.mp4,shop_lifter_n_7_1.mp4,non shop lifters,0,450,25.0,704,576,704x576,18.0,3.41,True,68b38c901528b8b75a5b2cf6d67bc170
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_11.mp4,videppppsss_11.mp4,non shop lifters,0,348,24.83,704,576,704x576,14.02,0.53,True,17b1ba6b8d35b03244984859410da33a
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_25_1.mp4,shop_lifter_n_25_1.mp4,non shop lifters,0,400,25.0,704,576,704x576,16.0,3.28,True,fed90039725494cdf5867dc19bfb3aa1
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_28_1.mp4,shop_lifter_n_28_1.mp4,non shop lifters,0,250,25.0,704,576,704x576,10.0,2.04,True,46fc05dade82c116908dcf109ee04ea6
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_113.mp4,shop_lifter_n_113.mp4,non shop lifters,0,250,25.0,704,576,704x576,10.0,2.2,True,a0c00f120b36b950a34e11329de65932
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_12.mp4,shop_lifter_n_12.mp4,non shop lifters,0,400,25.0,704,576,704x576,16.0,3.09,True,77a9b732a7df9c064c95379f46e1f38c
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_52.mp4,shop_lifter_n_52.mp4,non shop lifters,0,475,25.0,704,576,704x576,19.0,4.05,True,61ac19962e6775295b1065fa954c1a5b
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_178_1.mp4,shop_lifter_n_178_1.mp4,non shop lifters,0,525,25.0,704,576,704x576,21.0,4.26,True,f8c477a37f619130d3d3ceb822575369
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_183.mp4,shop_lifter_n_183.mp4,non shop lifters,0,375,25.0,704,576,704x576,15.0,2.94,True,479b9b8d2aa8149a9a74a14683ffcece
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_63.mp4,videppppsss_63.mp4,non shop lifters,0,224,24.83,704,576,704x576,9.02,0.39,True,aa12d5bca9f678a07a2610b6a29348bd
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_186.mp4,shop_lifter_n_186.mp4,non shop lifters,0,275,25.0,704,576,704x576,11.0,2.04,True,17e7a8dbe1affa90a3993b8fee6b6039
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_45.mp4,shop_lifter_n_45.mp4,non shop lifters,0,500,25.0,704,576,704x576,20.0,3.9,True,d9dce75526934ce35c3edab48abfc168
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_23_1.mp4,shop_lifter_n_23_1.mp4,non shop lifters,0,350,25.0,704,576,704x576,14.0,3.17,True,bf9c135e8da58d74573e944bf5078f1d
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_47.mp4,shop_lifter_n_47.mp4,non shop lifters,0,525,25.0,704,576,704x576,21.0,4.03,True,d003bfd3551f3c928d5cf2991aa749be
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_6_1.mp4,shop_lifter_n_6_1.mp4,non shop lifters,0,400,25.0,704,576,704x576,16.0,3.12,True,7e701d265e185692a45ee7759f5a0373
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_174.mp4,shop_lifter_n_174.mp4,non shop lifters,0,375,25.0,704,576,704x576,15.0,2.9,True,75a1e23acab4f33e284956dee1dc16ba
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_175_1.mp4,shop_lifter_n_175_1.mp4,non shop lifters,0,450,25.0,704,576,704x576,18.0,3.14,True,a74ee11f8a4ebdcace0ef1c02fb77714
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_27.mp4,videppppsss_27.mp4,non shop lifters,0,373,24.83,704,576,704x576,15.02,0.82,True,85d39c59ec47ff701ff760107da736d0
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_20.mp4,videppppsss_20.mp4,non shop lifters,0,398,24.83,704,576,704x576,16.03,0.66,True,faac9fb29bb5b7cf77b0711864bc6ae7
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_39_1.mp4,shop_lifter_n_39_1.mp4,non shop lifters,0,300,25.0,704,576,704x576,12.0,2.28,True,f7adfa9cfa40a95e8ecd2c009e61468e
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_33.mp4,videppppsss_33.mp4,non shop lifters,0,249,24.83,704,576,704x576,10.03,0.43,True,29621e173de308a9614d041ea6c7e6b5
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_57.mp4,videppppsss_57.mp4,non shop lifters,0,373,24.83,704,576,704x576,15.02,0.81,True,32f210910c8a3b8350a8457431d11b72
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_22.mp4,videppppsss_22.mp4,non shop lifters,0,398,24.83,704,576,704x576,16.03,0.69,True,4ba5dab80566fd12978e9602b86bd6df
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_14_1.mp4,shop_lifter_n_14_1.mp4,non shop lifters,0,400,25.0,704,576,704x576,16.0,3.09,True,ad13ce5eb9788d9a3c326df4f4cc1cb4
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_19_1.mp4,shop_lifter_n_19_1.mp4,non shop lifters,0,325,25.0,704,576,704x576,13.0,2.67,True,8e17d1a09b3a4c71aa7fd5ecd0e5bc7e
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_4.mp4,videppppsss_4.mp4,non shop lifters,0,274,24.83,704,576,704x576,11.04,0.52,True,0f6e9a779966d0ad8eff95837a2575e6
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_3.mp4,videppppsss_3.mp4,non shop lifters,0,249,24.83,704,576,704x576,10.03,0.42,True,c9cead3a6718c7d972a40fcc21826767
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_36.mp4,videppppsss_36.mp4,non shop lifters,0,298,24.83,704,576,704x576,12.0,0.48,True,03cde5e5f2c7d795e9e2b7b2515e1a98
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_26_1.mp4,shop_lifter_n_26_1.mp4,non shop lifters,0,250,25.0,704,576,704x576,10.0,2.03,True,9b19dffa8abb685b9a125cc5865666bb
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_12.mp4,videppppsss_12.mp4,non shop lifters,0,398,24.83,704,576,704x576,16.03,0.6,True,5c6a6a19cc6937fbb8c9c428c705ba3f
